state_id,county,fips_code,policy_level,date,policy_type,start_stop,comments,source,total_phases
IN,Marion,18097,county,5/13/2020,Phase 3,stop,"Policy_Details: phase 3 begins in Marion County  Phase Level: 3, Phase Details Source information: https://backontrack.in.gov/files/BackOnTrack-IN_WhatsOpen-Closed-stage2.pdf",sip_submission_form: https://backontrack.in.gov/files/BackOnTrack-IN_WhatsOpen-Closed-stage2.pdf,5
MS,,,state,4/27/2020,Non-Essential Businesses,stop,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
MO,Crawford County,29055,county,4/30/2020,Shelter in Place,stop,Crawford County Policy End,wikidata,
NE,Wheeler,31183,county,5/11/2020,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
TX,Fort Bend County,48157,county,4/30/2020,Shelter in Place,stop,Fort Bend County Policy End,wikidata,
NE,Perkins,31135,county,5/11/2020,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
CA,Riverside County,6065,county,4/30/2020,Shelter in Place,stop,Riverside County Policy End,wikidata,
ID,,,state,5/1/2020,Non-Essential Businesses,stop,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
CO,Adams County,8001,county,3/26/2020,Shelter in Place,stop,Adams County Policy End,wikidata,
HI,Maui County,15009,county,4/30/2020,Shelter in Place,stop,Maui County Policy End,wikidata,
TX,Kleberg County,48273,county,4/30/2020,Shelter in Place,stop,Kleberg County Policy End,wikidata,
TX,Hidalgo County,48215,county,4/30/2020,Shelter in Place,stop,Hidalgo County Policy End,wikidata,
TX,San Jacinto County,48407,county,4/19/2020,Shelter in Place,stop,San Jacinto County Policy End,wikidata,
PA,Erie County,42049,county,4/6/2020,Shelter in Place,stop,Erie County Policy End,wikidata,
NE,Sioux,31165,county,5/11/2020,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
NE,,,state,5/18/2020,Gyms,stop,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
NE,Dawson,31047,county,5/11/2020,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
MS,Jefferson,28063,county,7/20/2020,Food and Drink,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.
Retail Businesses should also in addition provide employees with face coverings (when they have contact with public, and these to be cleaned/replaced daily), customers must wear face coverings, hand sanitizer must be provided, 6 ft separation must be kept whenever possible, and sanitation of carts/baskets and high touch areas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
TX,Deaf Smith County,48117,county,5/7/2020,Shelter in Place,stop,Deaf Smith County Policy End,wikidata,
CO,,,state,5/27/2020,Food and Drink,stop,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
NY,,,state,5/15/2020,Non-Essential Businesses,stop,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open",BU COVID-19 State Policy Database,
CA,Sonoma County,6097,county,5/3/2020,Shelter in Place,stop,Sonoma County Policy End,wikidata,
IN,Cass,18017,state,6/1/2020,Phase 2,stop,"Policy_Details: phase 2 begins in Cass County  Phase Level: 2, Phase Details Source information: https://backontrack.in.gov/files/BackOnTrack-IN_WhatsOpen-Closed-stage2.pdf",sip_submission_form: https://backontrack.in.gov/files/BackOnTrack-IN_WhatsOpen-Closed-stage2.pdf,5
NE,Merrick,31121,county,5/6/2020,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
HI,Honolulu,15003,county,10/31/2020,Mask Requirement,stop,Policy_Details: All individuals shall wear face coverings while outdoors or indoors in public spaces as well as employees at essential businesses.   Source information: https://governor.hawaii.gov/wp-content/uploads/2020/09/EO-2020-27-w-Ex-A_FINAL.pdf,sip_submission_form: https://governor.hawaii.gov/wp-content/uploads/2020/09/EO-2020-27-w-Ex-A_FINAL.pdf,4
TX,Starr County,48427,county,5/4/2020,Shelter in Place,stop,Starr County Policy End,wikidata,
MS,Harrison,28047,county,7/20/2020,Outdoor and Recreation,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
Gatherings limited to 10 indoors (with social distancing of 6 feet, or with face coverings required when 6 feet is not possible) and 20 outdoors (with social distancing 6 feet, or with face coverings required when 6 ft is not possible).  
Face Coverings required both indoors and outdoors when 6 ft distance not possible when attending public events such as outdoor sports complexes and arenas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
TX,Comal County,48091,county,4/30/2020,Shelter in Place,stop,Comal County Policy End,wikidata,
MO,Clark County,29045,county,4/30/2020,Shelter in Place,stop,Clark County Policy End,wikidata,
KS,Leavenworth County,20103,county,4/23/2020,Shelter in Place,stop,Leavenworth County Policy End,wikidata,
MS,Rankin,28121,county,7/20/2020,Non-Essential Businesses,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.
Retail Businesses should also in addition provide employees with face coverings (when they have contact with public, and these to be cleaned/replaced daily), customers must wear face coverings, hand sanitizer must be provided, 6 ft separation must be kept whenever possible, and sanitation of carts/baskets and high touch areas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
MS,Jefferson,28063,county,7/20/2020,Entertainment,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.
Face Coverings required both indoors and outdoors when 6 ft distance not possible when attending public events such as outdoor sports complexes and arenas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
NC,Buncombe County,37021,county,4/9/2020,Shelter in Place,stop,Buncombe County Policy End,wikidata,
MS,Jackson,28059,county,7/20/2020,Childcare (K-12),stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
MS,Madison,28089,county,7/20/2020,Manufacturing,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
MS,Claiborne,28021,county,7/20/2020,Outdoor and Recreation,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
Gatherings limited to 10 indoors (with social distancing of 6 feet, or with face coverings required when 6 feet is not possible) and 20 outdoors (with social distancing 6 feet, or with face coverings required when 6 ft is not possible).  
Face Coverings required both indoors and outdoors when 6 ft distance not possible when attending public events such as outdoor sports complexes and arenas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
SC,,,state,5/4/2020,Food and Drink,stop,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
PA,Franklin County,42055,county,4/30/2020,Shelter in Place,stop,Franklin County Policy End,wikidata,
AK,Haines Borough,2100,county,4/15/2020,Shelter in Place,stop,Haines Borough Policy End,wikidata,
OH,,,state,5/20/2020,Gyms,stop,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
MI,,,state,6/8/2020,Food and Drink,stop,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,
NY,,,state,6/22/2020,Food and Drink,stop,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open",BU COVID-19 State Policy Database,
MN,,,state,4/27/2020,Non-Essential Businesses,stop,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
TX,Presidio County,48377,county,4/7/2020,Shelter in Place,stop,Presidio County Policy End,wikidata,
IN,Marion County,18097,county,5/15/2020,Shelter in Place,stop,Marion County Policy End,wikidata,
MS,Grenada,28043,county,7/20/2020,Non-Essential Businesses,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.
Retail Businesses should also in addition provide employees with face coverings (when they have contact with public, and these to be cleaned/replaced daily), customers must wear face coverings, hand sanitizer must be provided, 6 ft separation must be kept whenever possible, and sanitation of carts/baskets and high touch areas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
MO,Perry County,29157,county,4/24/2020,Shelter in Place,stop,Perry County Policy End,wikidata,
NE,Sheridan,31161,county,5/11/2020,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
GA,Fulton,13121,county,4/30/2020,Outdoor and Recreation,stop,Policy_Details: Source provides information on both the Fulton County stay at home order that started on April 1 and the Georgia stay at home order. Both are now expired. Fulton county is aligned with Georgia for reopening.   Source information: https://www.fultoncountyga.gov/covid-19,sip_submission_form: https://www.fultoncountyga.gov/covid-19,
NE,Richardson,31147,county,5/11/2020,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
NE,Garden,31069,county,5/11/2020,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
TX,Llano County,48299,county,4/20/2020,Shelter in Place,stop,Llano County Policy End,wikidata,
MS,Harrison,28047,county,7/20/2020,Entertainment,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.
Face Coverings required both indoors and outdoors when 6 ft distance not possible when attending public events such as outdoor sports complexes and arenas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
NE,Webster,31181,county,5/11/2020,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
WV,Monongalia,54061,county,8/20/2020,Food and Drink,stop,"Policy_Details: Governor Justice extended closure of Monongalia County bars for another 7 days Phase Level: 2, Phase Details Source information: https://governor.wv.gov/News/press-releases/2020/Pages/COVID-19-UPDATE-Gov.-Justice-temporarily-restricts-nursing-home-visitation;-extends-closure-of-Monongalia-County-bars-by-s.aspx",sip_submission_form: https://governor.wv.gov/News/press-releases/2020/Pages/COVID-19-UPDATE-Gov.-Justice-temporarily-restricts-nursing-home-visitation;-extends-closure-of-Monongalia-County-bars-by-s.aspx,
MS,Washington,28151,county,7/20/2020,Houses of Worship,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
Gatherings limited to 10 indoors (with social distancing of 6 feet, or with face coverings required when 6 feet is not possible) and 20 outdoors (with social distancing 6 feet, or with face coverings required when 6 ft is not possible).  
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
NJ,,,state,3/18/2020,Childcare (K-12),start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
IA,Linn,19113,county,8/27/2020,Food and Drink,start,"Policy_Details: All bars, taverns, wineries, breweries, distilleries, night clubs to close.   Source information: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.08.27.pdf?utm_medium=email&utm_source=govdelivery",sip_submission_form: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.08.27.pdf?utm_medium=email&utm_source=govdelivery,
MO,Crawford County,29055,county,4/1/2020,Shelter in Place,start,Crawford County Policy Start,wikidata,
SC,,,state,4/1/2020,Entertainment,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
TX,Briscoe,48045,county,7/3/2020,Mask Requirement,start,"Policy_Details: County is approved to be exempt from the requirements of Governor Greg Abbot's Executive Order GA-29 signed on July 2 (face covering requirement in public spaces) given that the county has 20 or less active COVID-19 cases and the county judge has submitted an exemption.    Source information: https://tdem.texas.gov/ga29/, and ","sip_submission_form: https://tdem.texas.gov/ga29/, and ",
NE,Douglas,31055,county,3/18/2020,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
WV,,,state,3/24/2020,Entertainment,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
UT,,,state,3/6/2020,State of Emergency,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
TX,Swisher County,48437,county,4/6/2020,Shelter in Place,start,Swisher County Policy Start,wikidata,
MO,Scott County,29201,county,4/4/2020,Shelter in Place,start,Scott County Policy Start,wikidata,
CA,Amador County,6005,county,3/20/2020,Shelter in Place,start,Amador County Policy Start,wikidata,
LA,,,state,3/13/2020,Order Freezing Utility Shut Offs,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
ND,Wells,38103,county,9/3/2020,Non-Essential Businesses,start,"Policy_Details: Personal Services (i.e. Salon, Tattoo) & Retail
- Operate under heightened hygiene and cleaning standards.
- Monitor employees for symptoms.
- Resume to normal capacity of foodservice operations while continuing to follow new protocols.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
IN,Lake,18089,county,6/1/2020,Phase 3,start,"Policy_Details: phase 3 begins in Lake County Phase Level: 3, Phase Details Source information: https://backontrack.in.gov/files/BackOnTrack-IN_WhatsOpen-Closed-stage2.pdf",sip_submission_form: https://backontrack.in.gov/files/BackOnTrack-IN_WhatsOpen-Closed-stage2.pdf,5
TX,Bell County,48027,county,3/23/2020,Shelter in Place,start,Bell County Policy Start,wikidata,
WI,Dane,55025,county,5/26/2020,Entertainment,start,"Policy_Details: indoor mass gatherings (e.g. meetings, conventions, movies, performances, shows) up to 10 people in private residences, 50 in public venues ; outdoor gatherings up to 50 people (drive-in permitted) ; festivals, carnivals, fairs, concerts resume with 50 people (excluding employees) ;  places of amusement & activity (i.e. zoos, museums, movie & other theaters) open at 25% capacity  Phase Level: 1, Phase Details Source information: https://publichealthmdc.com/documents/Forward_Dane.pdf",sip_submission_form: https://publichealthmdc.com/documents/Forward_Dane.pdf,3
ND,,,state,3/13/2020,State of Emergency,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
WI,,,state,3/12/2020,Allow Expand Medicaid Telehealth Coverage,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
AK,,,state,4/2/2020,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
ME,Sagadahoc,23023,county,5/18/2020,Food and Drink,start,"Policy_Details: Rural Reopening : restaurants open for indoor & outdoor dining Phase Level: 1, Phase Details Source information: https://www.maine.gov/covid19/restartingmaine",sip_submission_form: https://www.maine.gov/covid19/restartingmaine,3
MI,,,state,3/24/2020,Non-Essential Businesses,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,
NE,Sheridan,31161,county,3/30/2020,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
OR,Benton,41003,county,6/5/2020,New Phase,start,"Policy_Details: opening of recreational sports; pools; venues like movie theaters, bowling alleys, and arcades; some additional in-office work; bars and restaurants able to stay open until midnight; social, civic, and faith-based gatherings can meet in larger, physically-distanced groups. Phase Level: 2, Phase Details Source information: https://govstatus.egov.com/reopening-oregon#phase2",sip_submission_form: https://govstatus.egov.com/reopening-oregon#phase2,3
TX,Dallas County,48113,county,3/23/2020,Shelter in Place,start,Dallas County Policy Start,wikidata,
MA,,,state,3/18/2020,Suspended Elective Medical Dental Procedures,start,"Other measures and details for this policy include: alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,
NE,Kearney,31099,county,3/31/2020,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
AZ,,,state,3/16/2020,Childcare (K-12),start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
RI,,,state,3/23/2020,Entertainment,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
ND,Griggs,38039,county,9/3/2020,Childcare (K-12),start,"Policy_Details: - Operate under heightened hygiene & cleaning standards.
- Monitor children and employees for symptoms.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
RI,,,state,4/18/2020,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
MS,Madison,28089,county,7/13/2020,Day Care,start,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
IL,Bond,17005,county,8/18/2020,Entertainment,start,"Policy_Details: meetings & social events are limited to 25 people or 25% room capacity (attendance lists must be kept for contact tracing, party buses are prohibited); gaming venues and casinos are limited to 25% capacity and must close at 11:00 pm.    Source information: https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-51.aspx",sip_submission_form: https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-51.aspx,
MS,Madison,28089,county,7/13/2020,Houses of Worship,start,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
Gatherings limited to 10 indoors (with social distancing of 6 feet, or with face coverings required when 6 feet is not possible) and 20 outdoors (with social distancing 6 feet, or with face coverings required when 6 ft is not possible).  
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
ND,Wells,38103,county,9/3/2020,Childcare (K-12),start,"Policy_Details: - Operate under heightened hygiene & cleaning standards.
- Monitor children and employees for symptoms.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
TX,Kenedy County,48261,county,3/31/2020,Shelter in Place,start,Kenedy County Policy Start,wikidata,
CA,,,state,3/4/2020,State of Emergency,start,"Other measures and details for this policy include: alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,
HI,,,state,3/17/2020,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
WI,,,state,3/25/2020,Entertainment,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
TX,Young County,48503,county,4/1/2020,Shelter in Place,start,Young County Policy Start,wikidata,
CA,,,state,3/19/2020,Entertainment,start,"Other measures and details for this policy include: alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,
NE,Butler,31023,county,3/28/2020,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
PA,Lebanon,42075,county,7/3/2020,Phase 2,start,"Policy_Details: Lebanon County will be in the green phase on July 3 Phase Level: 2, Phase Details Source information: https://www.governor.pa.gov/newsroom/gov-wolf-last-pa-county-will-move-to-green-on-july-3/",sip_submission_form: https://www.governor.pa.gov/newsroom/gov-wolf-last-pa-county-will-move-to-green-on-july-3/,
NY,Cattaraugus,36009,county,6/16/2020,Food and Drink,start,Policy_Details: Restaurants / Food Services reopening    Source information: https://coronavirus.health.ny.gov/home,sip_submission_form: https://coronavirus.health.ny.gov/home,
TN,Davidson County,47037,county,3/23/2020,Shelter in Place,start,Davidson County Policy Start,wikidata,
NM,,,state,3/19/2020,Entertainment,start,Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate,BU COVID-19 State Policy Database,
AK,,,state,3/11/2020,State of Emergency,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
ND,Cavalier,38019,county,9/3/2020,Phase 5,start,"Policy_Details: - Most normal activity can resume, with standard precautions and awareness of health
guidelines such as routine hand washing, stay home when sick, cover your cough, education, stockpiling, planning, routine health alerts, etc. 
- Monitoring for illness and outbreaks will continue. 
- Those found to be ill will be asked to self-isolate and contacts will be asked to remain at home.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
NC,Gaston County,37071,county,3/27/2020,Shelter in Place,start,Gaston County Policy Start,wikidata,
GA,,,state,3/14/2020,State of Emergency,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
SD,,,state,4/28/2020,Resumed Elective Medical Procedures,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
TX,Montague County,48337,county,3/26/2020,Shelter in Place,start,Montague County Policy Start,wikidata,
MS,Rankin,28121,county,7/13/2020,Houses of Worship,start,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
Gatherings limited to 10 indoors (with social distancing of 6 feet, or with face coverings required when 6 feet is not possible) and 20 outdoors (with social distancing 6 feet, or with face coverings required when 6 ft is not possible).  
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
MD,,,state,3/16/2020,Entertainment,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
